sentence,predicted_topic,predicted_pillar,pillar_confidence,topic_confidence
với việc phát_triển tính_năng mới trên vcbs mobile_app cũng như liên_kết app_vietcombank_digibank và đặc_biệt là ra_mắt thành_công tính_năng e-contract ký_kết hợp_đồng mở tài_khoản điện_tử vcbs ghi_nhận hơn 27.000 tài_khoản mở mới thành_công trong năm 2024,Dấu chân Hoạt động,Non-ESG,0.0,0.1514376401901245
với sự thành_công của tính_năng e-contract vcbs được vinh_danh trong hạng_mục top 10 ngân_hàng bảo_hiểm chứng_khoán với sản_phẩm giải_pháp mở tài_khoản e-contract trong khuôn_khổ chương_trình tin_dùng việt_nam 2024 do tạp_chí kinh_tế việt_nam vneconomy tổ_chức,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.11517175287008286
bên cạnh mảng bán_lẻ vcbs tiếp_tục củng_cố vị_thế và uy_tín trên thị_trường trong việc phát_triển các công_cụ tài_chính xanh với thương_vụ tư_vấn và đại_lý phát_hành thành_công 1.000 tỷ đồng trái_phiếu xanh cho công_ty cổ_phần đầu_tư và phát_triển đa quốc_gia i.d.i vào tháng 10/2024.,Tài chính Xanh,Non-ESG,0.0,0.14635813236236572
đây là trái_phiếu xanh đầu_tiên phát_hành bằng đồng_nội tệ tại khu_vực châu_á thái_bình_dương bởi một doanh_nghiệp hoạt_động sản_xuất theo hướng bền_vững trong ngành thuỷ hải_sản,Trái phiếu Xanh/Xã hội/Bền vững,Non-ESG,0.0,0.17438699305057526
không_chỉ đạt được những thành_tựu vượt_trội về mặt tài_chính vcbs còn vinh_dự được cộng_đồng và các tổ_chức uy_tín ghi_nhận qua hàng_loạt giải_thưởng danh_giá trong năm 2024,Cơ hội & Tài chính Bền vững,Non-ESG,0.0,0.12882371246814728
công_ty tự_hào nhận bằng khen của bộ_trưởng bộ tài_chính đã có thành_tích xuất_sắc đóng_góp cho sự phát_triển của thị_trường trái_phiếu chính_phủ tpcp trong giai_đoạn 2020-2024 góp_phần vào sự phát_triển của kinh_tế xã_hội đất_nước tiếp_tục được vinh_danh là thành_viên tiêu_biểu trong hoạt_động lưu ký chứng_khoán năm 2024 bởi tổng_công_ty lưu ký và bù_trừ chứng_khoán việt_nam vsdc,Dấu chân Hoạt động,Non-ESG,0.0,0.1037810817360878
ngoài_ra tháng 12/2024 theo công_bố của hội_đồng esg environmental social and governance môi_trường xã_hội và quản_trị doanh_nghiệp chủ_trì bởi hiệp_hội kinh_doanh chứng_khoán việt_nam vasb vcbs lọt top công_ty chứng_khoán dẫn_đầu về thực_hành esg trên tổng_số 34 công_ty chứng_khoán tại việt_nam,Trái phiếu Xanh/Xã hội/Bền vững,Non-ESG,0.0,0.11735063791275024
lê_mạnh hùng kết_quả là minh_chứng cho cam_kết của vcbs trong việc kết_hợp giữa tăng_trưởng kinh_doanh và trách_nhiệm xã_hội esg không_chỉ là một tiêu_chuẩn mà_còn là giá_trị cốt_lõi trong chiến_lược phát_triển dài_hạn của công_ty,Đạo đức Kinh doanh & Văn hóa Doanh nghiệp,Non-ESG,0.0,0.19059617817401886
đạt được những kết_quả khả_quan đó bên cạnh sự quản_trị điều_hành của ban lãnh_đạo ngân_hàng tmcp ngoại_thương việt_nam vietcombank và ban lãnh_đạo công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam vcbs còn phải kể đến sự đoàn_kết nỗ_lực của tập_thể cán_bộ nhân_viên công_ty,Cấu trúc & Giám sát của Hội đồng Quản trị,Non-ESG,0.0,0.3401404917240143
bước sang năm 2025 mặc_dù nền kinh_tế được dự_báo tiếp_tục diễn_biến phức_tạp khó lường thị_trường_chứng_khoán ttck việt_nam vẫn được kỳ_vọng sẽ tăng_trưởng mạnh_mẽ với những cơ_hội từ việc nâng hạng thị_trường hay triển_khai vận_hành hệ_thống krx,Dấu chân Hoạt động,Non-ESG,0.0,0.0906190574169159
bám sát định_hướng của ngân_hàng mẹ quán_triệt phương_châm hành_động đổi_mới hiệu_quả bền_vững với quan_điểm chỉ_đạo điều_hành trách_nhiệm kỷ_cương kết_nối sáng_tạo vcbs sẽ ưu_tiên nguồn_lực đặc_biệt tập_trung kết_nối khai_thác hiệu_quả hệ_sinh_thái vietcombank và quyết_liệt hơn_nữa trong việc triển_khai các chương_trình hành_động chuyển_đổi sáng_tạo phát_triển tính_năng tiện_ích cho khách_hàng để phục_vụ tốt hơn_nữa nhu_cầu giao_dịch và mang lại trải_nghiệm số vượt_trội hơn cho khách_hàng,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.28780055046081543
đặc_biệt trong năm 2025 vcbs sẽ đẩy_mạnh hơn_nữa công_tác gia_tăng quy_mô vốn với mục_tiêu đem đến cho khách_hàng những gói sản_phẩm dịch_vụ ngày_càng hoàn_thiện và các chính_sách ưu_đãi hấp_dẫn và xa hơn_nữa là trở_thành ngân_hàng đầu_tư hàng_đầu việt_nam,Cơ hội & Tài chính Bền vững,Non-ESG,0.0,0.12757425010204315
vcbs luôn cam_kết là đối_tác đáng tin_cậy an_toàn đối_với khách_hàng cộng_đồng nhà_đầu_tư các doanh_nghiệp tổ_chức định_chế tài_chính trong nước và quốc_tế và sẽ không ngừng nỗ_lực đóng_góp tích_cực vào sự phát_triển của thị_trường_chứng_khoán việt_nam,Minh bạch & Vận động Hành lang,Non-ESG,0.0,0.17036496102809906
nguyễn_thị kim oanh thông_tin khái_quát tên công_ty công_ty trách_nhiệm hữu_hạn chứng_khoán ngân_hàng thương_mại cổ_phần ngoại_thương việt_nam vcbs,Chống Tham nhũng & Hối lộ,Non-ESG,0.0,0.08320511132478714
tên tiếng anh vietcombank securities_company_limited ngày thành_lập 07/01/2002 theo quyết_định số 27 qđ-hđqt của chủ_tịch hội_đồng_quản_trị ngân_hàng ngoạ thương việt_nam,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.10461299866437912
giấy_phép thành_lập và hoạt_động số 09 gphđkd ngày 24 tháng 04 năm 2002 do uỷ_ban chứng_khoán nhà_nước cấp,Dấu chân Hoạt động,Non-ESG,0.0,0.25601059198379517
giấy_phép điều_chỉnh mới nhất số 02 gpđc-ubck ngày 12 tháng 03 năm 2025 do uỷ_ban chứng_khoán nhà_nước cấp,Cấu trúc & Giám sát của Hội đồng Quản trị,Non-ESG,0.0,0.0962921753525734
vốn_điều_lệ 2.500.000.000.000 đồng bằng chữ hai nghìn năm trăm tỷ đồng,Phát thải được tài trợ,Non-ESG,0.0,0.10522788017988205
vốn chủ_sở_hữu 4.506.235.252.978 đồng bằng chữ bốn nghìn năm trăm linh sáu tỷ hai trăm ba_mươi lăm triệu hai trăm_năm mươi hai nghìn chín trăm bảy mươi tám đồng,Phát thải được tài trợ,Non-ESG,0.0,0.18296325206756592
trụ_sở chính tầng 5-6-7-8 toà nhà thủ_đô số 72 đường trần_hưng_đạo phường trần_hưng_đạo quận hoàn_kiếm thành_phố hà_nội việt_nam,Non-ESG,Non-ESG,0.0,0.08381776511669159
tel 84-24 -3936 6990 fax 84-24 -3936 0262 website quá_trình hình_thành và phát_triển vcbs chính_thức được thành_lập ngày 07/01/2002 theo quyết_định số 27 qđ-hđqt của chủ_tịch hội_đồng_quản_trị hđqt ngân_hàng ngoại_thương việt_nam,Cấu trúc & Giám sát của Hội đồng Quản trị,Non-ESG,0.0,0.10795031487941742
công_ty chứng_khoán đầu_tiên cung_cấp các tiện_ích trực_tuyến trên thị_trường_chứng_khoán việt_nam cung_cấp bảng giá trực_tuyến tại website và tiện_ích giao_dịch chứng_khoán qua mạng internet vcbs cyber_investor,Văn hóa Liêm chính,Non-ESG,0.0,0.07850059866905212
công_ty chứng_khoán tiên_phong trong việc khai mở thị_trường trái_phiếu đây là thị_trường vốn chỉ dành cho các ngân_hàng thương_mại trước đó hoạt_động vcbs thực_hiện bảo_lãnh thành_công 1.000 tỷ đồng trái_phiếu chính_phủ,Dấu chân Hoạt động,Non-ESG,0.0,0.1889992356300354
thành_lập chi_nhánh vcbs tại thành_phố hồ_chí_minh vcbs tp. hcm,Minh bạch & Vận động Hành lang,Non-ESG,0.0,0.08664095401763916
tư_vấn và bảo_lãnh phát_hành cổ_phiếu có cam_kết chắc_chắn cho công_ty cổ_phần xuất_nhập_khẩu tổng_hợp và đầu_tư thành_phố hồ_chí_minh imexco,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.21257954835891724
đây là lần đầu_tiên một công_ty chứng_khoán thực_hiện bảo_lãnh phát_hành cổ_phiếu doanh_nghiệp có cam_kết chắc_chắn trên thị_trường_chứng_khoán việt_nam,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.11929374933242798
tư_vấn và bảo_lãnh phát_hành thành_công 200 tỷ đồng cổ_phiếu ngân_hàng thương_mại cổ_phần tmcp xuất_nhập_khẩu việt_nam eximbank,Cơ hội & Tài chính Bền vững,Non-ESG,0.0,0.15946917235851288
đây là thương_vụ bảo_lãnh phát_hành cổ_phiếu được cam_kết chắc_chắn có giá_trị lớn nhất trong năm đầu_tiên của thị_trường_chứng_khoán việt_nam,Phát thải được tài trợ,Non-ESG,0.0,0.11892326921224594
nhận bằng khen của bộ_trưởng bộ tài_chính về thành_tích xuất_sắc trong công_tác tổ_chức bán_đấu_giá cổ_phần của công_ty thiết_bị bưu_điện postef mã pot qua trung_tâm giao_dịch chứng_khoán hà_nội,Phát thải được tài trợ,Non-ESG,0.0,0.1797705590724945
đây là phiên đấu_giá cổ_phần đầu_tiên của trung_tâm giao_dịch chứng_khoán hà_nội tiền_thân của sở_giao_dịch chứng_khoán hà_nội hiện_nay,Cấu trúc & Giám sát của Hội đồng Quản trị,Non-ESG,0.0,0.07392380386590958
nhận bằng khen của thống_đốc ngân_hàng nhà_nước về thành_tích góp_phần hoàn_thành nhiệm_vụ năm 2004,Phát thải được tài trợ,Non-ESG,0.0,0.16216599941253662
nhận bằng khen của bộ_trưởng bộ tài_chính về thành_tích xây_dựng và phát_triển thị_trường_chứng_khoán giai_đoạn 2000 2005,Phát thải được tài trợ,Non-ESG,0.0,0.2435084581375122
thực_hiện tăng vốn_điều_lệ từ 60 tỷ đồng lên 200 tỷ đồng,Phát thải được tài trợ,Non-ESG,0.0,0.2605571448802948
nhận bằng khen của thủ_tướng chính_phủ về thành_tích trong công_tác góp_phần vào sự_nghiệp xây_dựng chủ_nghĩa_xã_hội và bảo_vệ tổ_quốc,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.19679026305675507
nhận bằng khen của chủ_tịch uỷ_ban_nhân_dân ubnd thành_phố hồ_chí_minh về thành_tích trong công_tác tham_gia bảo_lãnh phát_hành trái_phiếu đô_thị,Phát thải được tài trợ,Non-ESG,0.0,0.15701384842395782
nhận bằng khen của bộ_trưởng bộ tài_chính về thành_tích xuất_sắc trong công_tác huy_động vốn,Phát thải được tài trợ,Non-ESG,0.0,0.14898249506950378
tư_vấn bán_đấu_giá phát_hành cổ_phần lần đầu_ra công_chúng ipo của ngân_hàng ngoại_thương việt_nam vietcombank một trong những thương_vụ ipo có quy_mô lớn nhất tại việt_nam,Phát thải được tài trợ,Non-ESG,0.0,0.11541207879781723
bảo_lãnh phát_hành thành_công 400 tỷ đồng trái_phiếu của tổng_công_ty thép và 300 tỷ đồng trái_phiếu của tổng_công_ty sông_đà,Phát thải được tài trợ,Non-ESG,0.0,0.20056553184986115
thành_lập chi_nhánh vcbs tại thành_phố đà_nẵng vcbs đà_nẵng,Dấu chân Hoạt động,Non-ESG,0.0,0.0712587907910347
kiện_toàn bộ_máy hoạt_động trên toàn hệ_thống vcbs sau 05 năm đi vào hoạt_động,Dấu chân Hoạt động,Non-ESG,0.0,0.13499748706817627
thành_lập điểm giao_dịch của vcbs tại vietcombank hải_dương,Cấu trúc & Giám sát của Hội đồng Quản trị,Non-ESG,0.0,0.09756818413734436
thực_hiện tăng vốn_điều_lệ từ 200 tỷ đồng lên 700 tỷ đồng,Phát thải được tài trợ,Non-ESG,0.0,0.2426028698682785
một trong những công_ty chứng_khoán đầu_tiên được sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh cấp phép đạt tiêu_chuẩn kết_nối với hệ_thống giao_dịch trực_tuyến,Cơ chế Thưởng phạt (Liên quan đến rủi ro),Non-ESG,0.0,0.09188894182443619
nhận giải_thưởng thương_hiệu chứng_khoán uy_tín cho tổ_chức trung_gian và hỗ_trợ dịch_vụ tiêu_biểu,Phát thải được tài trợ,Non-ESG,0.0,0.13498979806900024
nhận giải_thưởng công_ty chứng_khoán thành_viên tiêu_biểu tại sở_giao_dịch chứng_khoán hà_nội,Dấu chân Hoạt động,Non-ESG,0.0,0.10908414423465729
thành_lập chi_nhánh vcbs tại thành_phố cần_thơ vcbs cần_thơ,Cơ hội & Tài chính Bền vững,Non-ESG,0.0,0.072908915579319
một trong những công_ty chứng_khoán đầu_tiên được sở_giao_dịch chứng_khoán hà_nội cấp phép đạt tiêu_chuẩn kết_nối với hệ_thống giao_dịch trực_tuyến,Cơ chế Thưởng phạt (Liên quan đến rủi ro),Non-ESG,0.0,0.09340595453977585
nhận bằng khen của chủ_tịch ubnd thành_phố hồ_chí_minh về thành_tích hoàn_thành xuất_sắc nhiệm_vụ nhiều năm liên_tục,Dấu chân Hoạt động,Non-ESG,0.0,0.12387331575155258
2012 thành_lập chi_nhánh vcbs tại thành_phố vũng_tàu vcbs vũng_tàu,Cấu trúc & Giám sát của Hội đồng Quản trị,Non-ESG,0.0,0.07501441985368729
công_ty chứng_khoán đầu_tiên thực_hiện nghiệp_vụ mua lại và sáp_nhập amp với các thương_vụ lớn được hoàn_thành trong lĩnh_vực ngân_hàng,Dấu chân Hoạt động,Non-ESG,0.0,0.12925633788108826
cụ_thể sáp_nhập ngân_hàng liên_doanh shinhan_vina và ngân_hàng shinhan việt_nam hợp_nhất ngân_hàng ngân_hàng tmcp đệ_nhất ngân_hàng tmcp việt_nam tín_nghĩa và ngân_hàng tmcp sài_gòn,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.09409867227077484
nhận bằng khen của chủ_tịch uỷ_ban chứng_khoán nhà_nước vì đã đạt thành_tích xuất_sắc trong hoạt_động của thị_trường trái_phiếu thứ cấp năm 2012 tại sở_giao_dịch chứng_khoán hà_nội,Dấu chân Hoạt động,Non-ESG,0.0,0.10754739493131638
tư_vấn thành_công các thương_vụ amp nổi_bật trên thị_trường_chứng_khoán việt_nam như ngân_hàng tmcp sài_gòn hà_nội và ngân_hàng tmcp nhà hà_nội công_ty cổ_phần thép_việt_ý và công_ty cổ_phần luyện thép sông đà,Cơ hội & Tài chính Bền vững,Non-ESG,0.0,0.11813606321811676
bảo_lãnh phát_hành thành_công 250 tỷ đồng trái_phiếu vinaenco,Phát thải được tài trợ,Non-ESG,0.0,0.17591050267219543
tư_vấn và thu_xếp phát_hành 250 tỷ đồng trái_phiếu bim seafood,Phát thải được tài trợ,Non-ESG,0.0,0.15406620502471924
2013 2014 một trong những thành_viên đứng đầu về thị_phần đấu_thầu sơ_cấp và môi_giới giao_dịch thứ cấp trên thị_trường trong nhiều năm liên_tiếp,Dấu chân Hoạt động,Non-ESG,0.0,0.0869426429271698
một trong 10 công_ty chứng_khoán có thị_phần môi_giới cổ_phiếu và chứng_chỉ quỹ lớn nhất tại sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh,Phát thải được tài trợ,Non-ESG,0.0,0.15831562876701355
tư_vấn và bảo_lãnh phát_hành thành_công 1.000 tỷ trái_phiếu công_ty cổ_phần đầu_tư hạ_tầng kỹ_thuật thành_phố hồ_chí_minh cii đồng tư_vấn phát_hành thành_công 5.000 tỷ đồng trái_phiếu tập_đoàn công_nghiệp than khoáng_sản việt_nam vinacomin,Phát thải được tài trợ,Non-ESG,0.0,0.13692045211791992
tư_vấn thành_công các thương_vụ amp công_ty cổ_phần sông đà và công_ty cổ_phần sông đà 91 công_ty cổ_phần someco_sông_đà và công_ty cổ_phần someco_hoà_bình,Chống Rửa tiền & Tài trợ Khủng bố (AML & CTF),Non-ESG,0.0,0.10775303840637207
một trong bốn công_ty chứng_khoán có thị_phần môi_giới trái_phiếu và tín_phiếu chiếm trên 10% thị_phần giao_dịch của toàn thị_trường,Non-ESG,Non-ESG,0.0,0.08925026655197144
công_ty chứng_khoán duy_nhất trên thị_trường vinh_dự nhận giấy khen do chủ_tịch uỷ_ban chứng_khoán nhà_nước trao_tặng thành_tích tiêu_biểu đối_với sự phát_triển của thị_trường trái_phiếu chính_phủ giai_đoạn 2009 2014,Tính độc lập của HĐQT,Non-ESG,0.0,0.16198456287384033
phát_hành thành_công 200 tỷ trái_phiếu vcbs,Phát thải được tài trợ,Non-ESG,0.0,0.15314777195453644
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu có nhiều đóng_góp tích_cực cho thị_trường_chứng_khoán giai_đoạn 2009 2014,Văn hóa Liêm chính,Non-ESG,0.0,0.09100180119276047
một trong 10 công_ty chứng_khoán có thị_phần môi_giới cổ_phiếu và chứng_chỉ quỹ lớn nhất tại sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh,Phát thải được tài trợ,Non-ESG,0.0,0.15831562876701355
2016 tư_vấn và bảo_lãnh phát_hành thành_công 9.000 tỷ đồng trái_phiếu của masan_consumer_holdings mch công_ty con thuộc sở_hữu toàn_phần của công_ty cổ_phần tập_đoàn masan,Phát thải được tài trợ,Non-ESG,0.0,0.17141170799732208
tư_vấn phát_hành thành_công 2.300 tỷ đồng trái_phiếu của công_ty trách_nhiệm hữu_hạn tnhh vinpearl_nha_trang công_ty thuộc tập_đoàn vingroup,Phát thải được tài trợ,Non-ESG,0.0,0.207081601023674
chính_thức triển_khai cung_cấp hệ_thống giao_dịch trực_tuyến vcbs trading hoàn_toàn mới trên các phân hệ home_trading web_trading mobile_trading và app_trading thành_công,Dấu chân Hoạt động,Non-ESG,0.0,0.1701836884021759
sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh trao_tặng vcbs kỷ_niệm chương một trong năm công_ty chứng_khoán tiêu_biểu trong việc thực_hiện nghiệp_vụ tư_vấn niêm_yết và đấu_giá năm 2015,Cấu trúc & Giám sát của Hội đồng Quản trị,Non-ESG,0.0,0.10412776470184326
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu có nhiều đóng_góp tích_cực cho thị_trường_chứng_khoán giai_đoạn 2005 2015,Văn hóa Liêm chính,Non-ESG,0.0,0.09570270031690598
phát_hành thành_công 300 tỷ trái_phiếu vcbs,Phát thải được tài trợ,Non-ESG,0.0,0.16406594216823578
thành_lập phòng giao_dịch giảng_võ và văn_phòng đại_diện hải_phòng,Minh bạch & Vận động Hành lang,Non-ESG,0.0,0.10462193936109543
tư_vấn và đại_lý phát_hành thành_công 8.000 tỷ trái_phiếu vietcombank,Cấu trúc & Giám sát của Hội đồng Quản trị,Non-ESG,0.0,0.144514799118042
nhận bằng khen của bộ_trưởng bộ tài_chính vì đã có thành_tích xuất_sắc và đóng_góp tích_cực trong quá_trình xây_dựng và phát_triển thị_trường_chứng_khoán việt_nam góp_phần thúc_đẩy phát_triển kinh_tế xã_hội,Phát thải được tài trợ,Non-ESG,0.0,0.15849776566028595
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu giai_đoạn 2015 2016,Cơ hội & Tài chính Bền vững,Non-ESG,0.0,0.10553372651338577
2018 thực_hiện tăng vốn_điều_lệ từ 700 tỷ đồng lên 1.000 tỷ đồng,Phát thải được tài trợ,Non-ESG,0.0,0.19571451842784882
đại_lý đấu_giá duy_nhất được nhà_đầu_tư lựa_chọn trong thương_vụ thoái vốn nhà_nước tại tổng_công_ty cổ_phần bia rượu nước giải_khát sài_gòn sab với tổng giá_trị giao_dịch thông_qua vcbs là khoảng 110.000 tỷ đồng,Phát thải được tài trợ,Non-ESG,0.0,0.08920971304178238
trung_tâm lưu ký chứng_khoán việt_nam vinh_danh vcbs là thành_viên tiêu_biểu trong hoạt_động thanh_toán tiền chứng_khoán năm 2017,Dấu chân Hoạt động,Non-ESG,0.0,0.10484804213047028
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là công_ty chứng_khoán thành_viên tiêu_biểu năm 2017,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.10389923304319382
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu thị_trường trái_phiếu chính_phủ năm 2017,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.08247777074575424
đại_lý đấu giá_thành_công thương_vụ thoái vốn tổng_công_ty cổ_phần xuất_nhập_khẩu và xây_dựng việt_nam vcg với tổng giá_trị 7.366 tỷ đồng,Dấu chân Hoạt động,Non-ESG,0.0,0.11362332850694656
tư_vấn nhà_đầu_tư nước_ngoài thực_hiện amp thành_công trong các thương_vụ mua cổ_phần tại tập_đoàn dệt_may việt_nam 10% công_ty cổ_phần thép_việt_ý 45% công_ty cổ_phần tập_đoàn pan 8.97%,Dấu chân Hoạt động,Non-ESG,0.0,0.1083204597234726
là thành_viên thứ chín trên thị_trường chính_thức cung_cấp sản_phẩm chứng_khoán phái_sinh,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.08695275336503983
trung_tâm lưu ký chứng_khoán việt_nam vinh_danh vcbs là thành_viên tiêu_biểu trong hoạt_động lưu ký chứng_khoán năm 2018 và thành_viên tiêu_biểu trong hoạt_động thanh_toán giao_dịch chứng_khoán cơ_sở năm 2018,Dấu chân Hoạt động,Non-ESG,0.0,0.08223219215869904
sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh và sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu năm 2017 2018,Minh bạch & Vận động Hành lang,Non-ESG,0.0,0.1790018230676651
2020 đứng đầu thị_phần môi_giới giao_dịch trái_phiếu chính_phủ,Non-ESG,Non-ESG,0.0,0.09657261520624161
đứng thứ hai thị_phần môi_giới trái_phiếu doanh_nghiệp,Dấu chân Hoạt động,Non-ESG,0.0,0.1116543710231781
đứng thứ hai thị_phần đấu_thầu giao_dịch trái_phiếu chính_phủ,Dấu chân Hoạt động,Non-ESG,0.0,0.08988015353679657
tư_vấn và bảo_lãnh phát_hành thành_công hơn 6.000 tỷ đồng trái_phiếu cho các doanh_nghiệp thuộc lĩnh_vực hoạt_động khác nhau hỗ_trợ nguồn vốn trung dài_hạn cho doanh_nghiệp bên cạnh nguồn vốn tín_dụng của ngân_hàng,Phát thải được tài trợ,Non-ESG,0.0,0.22663763165473938
tư_vấn và đại_lý phát_hành thành_công 2.550 tỷ đồng trái_phiếu được bảo_lãnh thanh_toán bởi tổ_chức danh_tiếng cgif credit_guarantee and investment_facility quỹ tín thác của ngân_hàng phát_triển châu_á được amp đánh_giá tín_nhiệm hạng aa,Phát thải được tài trợ,Non-ESG,0.0,0.23135951161384583
đây là thương_vụ có cấu_trúc trái_phiếu phức_tạp và đã thu_hút nhiều nhà_đầu_tư tổ_chức lớn có uy_tín trên thị_trường vốn,Dấu chân Hoạt động,Non-ESG,0.0,0.13458415865898132
trung_tâm lưu ký chứng_khoán việt_nam vinh_danh vcbs là thành_viên tiêu_biểu trong hoạt_động lưu ký chứng_khoán năm 2019,Quản lý Rủi ro Hệ thống,Non-ESG,0.0,0.11270635575056076
