sentence,predicted_topic,predicted_pillar,pillar_confidence,topic_confidence
"Bên cạnh mảng bán lẻ, VCBS tiếp tục củng cố vị thế và uy tín trên thị trường trong việc phát triển các công cụ tài chính xanh với thương vụ tư vấn và đại lý phát hành thành công 1.000 tỷ đồng trái phiếu xanh cho Công ty Cổ phần Đầu tư và Phát triển Đa quốc gia I.D.I vào tháng 10/2024.",Tuân thủ Kinh tế Xã hội,Quản trị,0.4629388153553009,0.29642945528030396
Đây là trái phiếu xanh đầu tiên phát hành bằng đồng nội tệ tại khu vực Châu Á – Thái Bình Dương bởi một doanh nghiệp hoạt động sản xuất theo hướng bền vững trong ngành thủy hải sản.,Tuân thủ Kinh tế Xã hội,Quản trị,0.45969200134277344,0.24384213984012604
"Không chỉ đạt được những thành tựu vượt trội về mặt tài chính, VCBS còn vinh dự được cộng đồng và các tổ chức uy tín ghi nhận qua hàng loạt giải thưởng danh giá trong năm 2024.",Tuân thủ Kinh tế Xã hội,Quản trị,0.6537747383117676,0.3028131127357483
"Công ty tự hào nhận bằng khen của Bộ trưởng Bộ Tài Chính ""Đã có thành tích xuất sắc, đóng góp cho sự phát triển của thị trường trái phiếu chính phủ (TPCP) trong giai đoạn 2020-2024, góp phần vào sự phát triển của kinh tế – xã hội đất nước"", tiếp tục được vinh danh là ""Thành viên tiêu biểu trong hoạt động lưu ký chứng khoán năm 2024"" bởi Tổng Công ty Lưu ký và Bù trừ Chứng khoán Việt Nam (VSDC).",Chính sách Công,Quản trị,0.7595346570014954,0.3799766004085541
"Ngoài ra, tháng 12/2024, theo công bố của Hội đồng ESG (Environmental, Social and Governance – Môi trường, Xã hội và Quản trị doanh nghiệp) chủ trì bởi Hiệp hội Kinh doanh Chứng khoán Việt Nam (VASB), VCBS lọt top 3 Công ty Chứng khoán dẫn đầu về thực hành ESG trên tổng số 34 Công ty Chứng khoán tại Việt Nam.",Tuân thủ Kinh tế Xã hội,Quản trị,0.5758898258209229,0.5476732850074768
"LÊ MẠNH HÙNG Kết quả là minh chứng cho cam kết của VCBS trong việc kết hợp giữa tăng trưởng kinh doanh và trách nhiệm xã hội, ESG không chỉ là một tiêu chuẩn mà còn là giá trị cốt lõi trong chiến lược phát triển dài hạn của Công ty.",Tuân thủ Kinh tế Xã hội,Quản trị,0.45067405700683594,0.5549691915512085
"Đạt được những kết quả khả quan đó, bên cạnh sự quản trị, điều hành của Ban lãnh đạo Ngân hàng TMCP Ngoại thương Việt Nam (Vietcombank) và Ban Lãnh đạo Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS) còn phải kể đến sự đoàn kết, nỗ lực của tập thể cán bộ nhân viên Công ty.",Chính sách Công,Quản trị,0.9607742428779602,0.23344020545482635
"Bước sang năm 2025, mặc dù nền kinh tế được dự báo tiếp tục diễn biến phức tạp, khó lường, thị trường Chứng khoán (TTCK) Việt Nam vẫn được kỳ vọng sẽ tăng trưởng mạnh mẽ với những cơ hội từ việc nâng hạng thị trường hay triển khai vận hành Hệ thống KRX.",Thuế,Quản trị,0.6572551727294922,0.23430758714675903
"Bám sát định hướng của Ngân hàng mẹ, quán triệt phương châm hành động ""Đổi mới, Hiệu quả, Bền vững"" với quan điểm chỉ đạo điều hành ""Trách nhiệm – Kỷ cương – Kết nối – Sáng tạo"", VCBS sẽ ưu tiên nguồn lực, đặc biệt tập trung kết nối, khai thác hiệu quả hệ sinh thái Vietcombank và quyết liệt hơn nữa trong việc triển khai các chương trình hành động chuyển đổi, sáng tạo, phát triển tính năng/tiện ích cho khách hàng để phục vụ tốt hơn nữa nhu cầu giao dịch và mang lại trải nghiệm số vượt trội hơn cho khách hàng.",Tuân thủ Kinh tế Xã hội,Quản trị,0.7864893078804016,0.32860496640205383
"Đặc biệt, trong năm 2025, VCBS sẽ đẩy mạnh hơn nữa công tác gia tăng quy mô vốn, với mục tiêu đem đến cho khách hàng những gói sản phẩm dịch vụ ngày càng hoàn thiện và các chính sách ưu đãi hấp dẫn và xa hơn nữa là trở thành Ngân hàng Đầu tư hàng đầu Việt Nam.",Tuân thủ Kinh tế Xã hội,Quản trị,0.6579912304878235,0.367717981338501
"VCBS luôn cam kết là đối tác đáng tin cậy, an toàn đối với khách hàng, cộng đồng nhà đầu tư, các doanh nghiệp, tổ chức định chế tài chính trong nước và quốc tế và sẽ không ngừng nỗ lực đóng góp tích cực vào sự phát triển của thị trường Chứng khoán Việt Nam.",Tuân thủ Kinh tế Xã hội,Quản trị,0.743296205997467,0.3504433035850525
NGUYỄN THỊ KIM OANH | THÔNG TIN KHÁI QUÁT | Tên công ty: | Công ty Trách nhiệm hữu hạn Chứng khoán Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam (VCBS).,Chính sách Công,Quản trị,0.6497037410736084,0.23675711452960968
| |-----------------|----------------------------------------| | Tên Tiếng Anh: | Vietcombank Securities Company Limited | | Ngày thành lập: | 07/01/2002 theo Quyết định số 27/QĐ-HĐQT của Chủ tịch Hội đồng Quản trị Ngân hàng Ngoạ thương Việt Nam.,Chính sách Công,Quản trị,0.7754918932914734,0.23431798815727234
| | Giấy phép Thành lập và Hoạt động: | số 09/GPHĐKD ngày 24 tháng 04 năm 2002 do Ủy ban Chứng khoán Nhà nước cấp.,Chính sách Công,Quản trị,0.7448622584342957,0.2479834407567978
| | Giấy phép điều chỉnh mới nhất: | số 02/GPĐC-UBCK ngày 12 tháng 03 năm 2025 do Ủy ban Chứng khoán Nhà nước cấp.,Chính sách Công,Quản trị,0.6991055607795715,0.29936543107032776
| Vốn điều lệ: 2.500.000.000.000 đồng (Bằng chữ: Hai nghìn năm trăm tỷ đồng).,Thuế,Quản trị,0.5975094437599182,0.21356521546840668
"Vốn chủ sở hữu: 4.506.235.252.978 đồng (Bằng chữ: Bốn nghìn năm trăm linh sáu tỷ, hai trăm ba mươi lăm triệu, hai trăm năm mươi hai nghìn, chín trăm bảy mươi tám đồng).",Thuế,Quản trị,0.7166434526443481,0.44052550196647644
"Trụ sở chính: Tầng 5-6-7-8 Tòa nhà Thủ Đô, Số 72 Đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam.",Thuế,Quản trị,0.7237703204154968,0.33522000908851624
Tel: (84-24)-3936 6990 / Fax: (84-24)-3936 0262 Website: www.vcbs.com.vn | QUÁ TRÌNH HÌNH THÀNH VÀ PHÁT TRIỂN | VCBS chính thức được thành lập ngày 07/01/2002 theo Quyết định số 27/QĐ-HĐQT của Chủ tịch Hội đồng Quản trị (HĐQT) Ngân hàng Ngoại thương Việt Nam.,Tuân thủ Kinh tế Xã hội,Quản trị,0.5419836044311523,0.2240186333656311
"Công ty Chứng khoán đầu tiên cung cấp các tiện ích trực tuyến trên thị trường Chứng khoán Việt Nam, cung cấp bảng giá trực tuyến (tại website www.vcbs.com.vn) và tiện ích giao dịch Chứng khoán qua mạng Internet (VCBS – Cyber Investor).",Chính sách Công,Quản trị,0.48379600048065186,0.365578293800354
"Công ty Chứng khoán tiên phong trong việc khai mở thị trường trái phiếu (đây là thị trường vốn chỉ dành cho các Ngân hàng thương mại trước đó hoạt động), VCBS thực hiện bảo lãnh thành công 1.000 tỷ đồng trái phiếu Chính phủ.",Tuân thủ Kinh tế Xã hội,Quản trị,0.5444758534431458,0.3788994550704956
Thành lập chi nhánh VCBS tại Thành phố Hồ Chí Minh (VCBS TP.HCM).,Tuân thủ Kinh tế Xã hội,Quản trị,0.6196144223213196,0.3460276126861572
Tư vấn và bảo lãnh phát hành cổ phiếu có cam kết chắc chắn cho Công ty cổ phần Xuất nhập khẩu Tổng hợp và Đầu tư Thành phố Hồ Chí Minh (Imexco).,Chính sách Công,Quản trị,0.9026266932487488,0.31229326128959656
Đây là lần đầu tiên một Công ty Chứng khoán thực hiện bảo lãnh phát hành cổ phiếu doanh nghiệp có cam kết chắc chắn trên thị trường Chứng khoán Việt Nam.,Chính sách Công,Quản trị,0.764360785484314,0.3196316361427307
Tư vấn và bảo lãnh phát hành thành công 200 tỷ đồng cổ phiếu Ngân hàng Thương mại Cổ phần (TMCP) Xuất nhập khẩu Việt Nam (Eximbank).,Tuân thủ Kinh tế Xã hội,Quản trị,0.8981775045394897,0.3265654146671295
Đây là thương vụ bảo lãnh phát hành cổ phiếu được cam kết chắc chắn có giá trị lớn nhất trong 5 năm đầu tiên của thị trường Chứng khoán Việt Nam.,Tuân thủ Kinh tế Xã hội,Quản trị,0.7081427574157715,0.2194216400384903
Nhận bằng khen của Bộ trưởng Bộ Tài chính về thành tích xuất sắc trong công tác tổ chức bán đấu giá cổ phần của Công ty Thiết bị Bưu điện (POSTEF – Mã: POT) qua Trung tâm Giao dịch Chứng khoán Hà Nội.,Thuế,Quản trị,0.5128087997436523,0.2717364430427551
"Đây là phiên đấu giá cổ phần đầu tiên của Trung tâm Giao dịch Chứng khoán Hà Nội, tiền thân của Sở Giao dịch Chứng khoán Hà Nội hiện nay.",Chính sách Công,Quản trị,0.5957506895065308,0.23326919972896576
Nhận bằng khen của Thống đốc Ngân hàng Nhà nước về thành tích góp phần hoàn thành nhiệm vụ năm 2004.,Thuế,Quản trị,0.7507908344268799,0.34591835737228394
Nhận bằng khen của Bộ trưởng Bộ Tài chính về thành tích xây dựng và phát triển thị trường Chứng khoán giai đoạn 2000 – 2005.,Thuế,Quản trị,0.6487473845481873,0.3693433701992035
| | Thực hiện tăng vốn điều lệ từ 60 tỷ đồng lên 200 tỷ đồng.,Tuân thủ Kinh tế Xã hội,Quản trị,0.7675564289093018,0.19370539486408234
Nhận bằng khen của Thủ tướng Chính phủ về thành tích trong công tác góp phần vào sự nghiệp xây dựng Chủ nghĩa Xã hội và bảo vệ Tổ quốc.,Chính sách Công,Quản trị,0.7148978114128113,0.3090691864490509
Nhận bằng khen của Chủ tịch Ủy ban Nhân dân (UBND) Thành phố Hồ Chí Minh về thành tích trong công tác tham gia bảo lãnh phát hành trái phiếu đô thị.,Thuế,Quản trị,0.4998292922973633,0.2457381784915924
Nhận bằng khen của Bộ trưởng Bộ Tài chính về thành tích xuất sắc trong công tác huy động vốn.,Thuế,Quản trị,0.8144975304603577,0.4584621787071228
"Tư vấn bán đấu giá phát hành cổ phần lần đầu ra công chúng (IPO) của Ngân hàng Ngoại thương Việt Nam (Vietcombank), một trong những thương vụ IPO có quy mô lớn nhất tại Việt Nam.",Chính sách Công,Quản trị,0.7557788491249084,0.4005122184753418
Bảo lãnh phát hành thành công 400 tỷ đồng trái phiếu của Tổng Công ty Thép và 300 tỷ đồng trái phiếu của Tổng Công ty Sông Đà.,Chính sách Công,Quản trị,0.7544158697128296,0.2486366629600525
Thành lập chi nhánh VCBS tại Thành phố Đà Nẵng (VCBS Đà Nẵng).,Tuân thủ Kinh tế Xã hội,Quản trị,0.603228747844696,0.3273226320743561
Kiện toàn bộ máy hoạt động trên toàn hệ thống VCBS sau 05 năm đi vào hoạt động.,Tuân thủ Kinh tế Xã hội,Quản trị,0.6822199821472168,0.3941543400287628
Thành lập điểm giao dịch của VCBS tại Vietcombank Hải Dương.,Tuân thủ Kinh tế Xã hội,Quản trị,0.6796963810920715,0.3334329128265381
Thực hiện tăng vốn điều lệ từ 200 tỷ đồng lên 700 tỷ đồng.,Chính sách Công,Quản trị,0.8353316187858582,0.1959574967622757
Một trong những Công ty Chứng khoán đầu tiên được Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh cấp phép đạt tiêu chuẩn kết nối với hệ thống giao dịch trực tuyến.,Chính sách Công,Quản trị,0.7407005429267883,0.23293645679950714
"Nhận giải thưởng ""Thương hiệu Chứng khoán uy tín"" cho Tổ chức trung gian và hỗ trợ dịch vụ tiêu biểu.",Hiệu quả Kinh tế,Quản trị,0.8646831512451172,0.24249829351902008
Nhận giải thưởng Công ty Chứng khoán thành viên tiêu biểu tại Sở Giao dịch Chứng khoán Hà Nội.,Chính sách Công,Quản trị,0.7263302803039551,0.2821359932422638
Thành lập chi nhánh VCBS tại Thành phố Cần Thơ (VCBS Cần Thơ).,Tuân thủ Kinh tế Xã hội,Quản trị,0.5880038142204285,0.3336697518825531
Một trong những Công ty Chứng khoán đầu tiên được Sở Giao dịch Chứng khoán Hà Nội cấp phép đạt tiêu chuẩn kết nối với hệ thống giao dịch trực tuyến.,Chính sách Công,Quản trị,0.7163419723510742,0.2608861029148102
Nhận bằng khen của Chủ tịch UBND Thành phố Hồ Chí Minh về thành tích hoàn thành xuất sắc nhiệm vụ nhiều năm liên tục.,Thuế,Quản trị,0.7192814946174622,0.33002129197120667
| 2012 Thành lập chi nhánh VCBS tại Thành phố Vũng Tàu (VCBS Vũng Tàu).,Tuân thủ Kinh tế Xã hội,Quản trị,0.5413159728050232,0.3271470069885254
"Công ty Chứng khoán đầu tiên thực hiện nghiệp vụ mua lại và sáp nhập (M&amp;A), với các thương vụ lớn được hoàn thành trong lĩnh vực ngân hàng.",Chính sách Công,Quản trị,0.702368438243866,0.4441732168197632
"Cụ thể: - Sáp nhập Ngân hàng Liên doanh Shinhan Vina và Ngân hàng Shinhan Việt Nam; - Hợp nhất 3 ngân hàng: Ngân hàng TMCP Đệ Nhất, Ngân hàng TMCP Việt Nam Tín Nghĩa và Ngân hàng TMCP Sài Gòn.",Hiệu quả Kinh tế,Quản trị,0.7984737157821655,0.2482387125492096
"Nhận bằng khen của Chủ tịch Ủy ban Chứng khoán Nhà nước vì đã đạt ""Thành tích xuất sắc trong hoạt động của thị trường trái phiếu thứ cấp năm 2012"" tại Sở Giao dịch Chứng khoán Hà Nội.",Chính sách Công,Quản trị,0.6235986948013306,0.29814380407333374
Tư vấn thành công các thương vụ M&amp;A nổi bật trên thị trường Chứng khoán Việt Nam như: - Ngân hàng TMCP Sài Gòn – Hà Nội và Ngân hàng TMCP Nhà Hà Nội; - Công ty cổ phần Thép Việt Ý và Công ty cổ phần Luyện thép Sông Đà.,Thuế,Quản trị,0.8071295022964478,0.27953433990478516
Bảo lãnh phát hành thành công 250 tỷ đồng trái phiếu Vinaenco.,Tuân thủ Kinh tế Xã hội,Quản trị,0.8151312470436096,0.22146160900592804
Tư vấn và thu xếp phát hành 250 tỷ đồng trái phiếu BIM Seafood.,Tuân thủ Kinh tế Xã hội,Quản trị,0.8699429035186768,0.20522549748420715
2013 2014 Một trong những thành viên đứng đầu về thị phần đấu thầu sơ cấp và môi giới giao dịch thứ cấp trên thị trường trong nhiều năm liên tiếp.,Chính sách Công,Quản trị,0.42429429292678833,0.22943304479122162
Một trong 10 Công ty Chứng khoán có thị phần môi giới cổ phiếu và chứng chỉ quỹ lớn nhất tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh.,Chính sách Công,Quản trị,0.6271296143531799,0.24621030688285828
Tư vấn và bảo lãnh phát hành thành công 1.000 tỷ trái phiếu Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh (CII); đồng tư vấn phát hành thành công 5.000 tỷ đồng Trái phiếu Tập đoàn Công nghiệp Than – Khoáng sản Việt Nam (Vinacomin).,Chính sách Công,Quản trị,0.9103841781616211,0.39292049407958984
Tư vấn thành công các thương vụ M&amp;A: Công ty cổ phần Sông Đà 9 và Công ty cổ phần Sông Đà 91; Công ty cổ phần Someco Sông Đà và Công ty cổ phần Someco Hòa Bình.,Thuế,Quản trị,0.6530570983886719,0.28235405683517456
Một trong bốn Công ty Chứng khoán có thị phần môi giới Trái phiếu và Tín phiếu chiếm trên 10% thị phần giao dịch của toàn thị trường.,Chính sách Công,Quản trị,0.5231685042381287,0.25962236523628235
"Công ty Chứng khoán duy nhất trên thị trường vinh dự nhận giấy khen do Chủ tịch Ủy ban Chứng khoán Nhà nước trao tặng ""Thành tích tiêu biểu đối với sự phát triển của thị trường trái phiếu Chính phủ giai đoạn 2009 – 2014"".",Chính sách Công,Quản trị,0.5140995979309082,0.4499148726463318
Phát hành thành công 200 tỷ trái phiếu VCBS.,Tuân thủ Kinh tế Xã hội,Quản trị,0.5727825164794922,0.41325363516807556
Sở Giao dịch Chứng khoán Hà Nội vinh danh VCBS là thành viên tiêu biểu có nhiều đóng góp tích cực cho thị trường Chứng khoán giai đoạn 2009 – 2014.,Tuân thủ Kinh tế Xã hội,Quản trị,0.713798463344574,0.4319121837615967
Một trong 10 Công ty Chứng khoán có thị phần môi giới cổ phiếu và chứng chỉ quỹ lớn nhất tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh.,Chính sách Công,Quản trị,0.6271296143531799,0.24621030688285828
| 2016 | Tư vấn và bảo lãnh phát hành thành công 9.000 tỷ đồng trái phiếu của Masan Consumer Holdings (MCH) – Công ty con thuộc sở hữu toàn phần của Công ty cổ phần Tập đoàn Masan.,Chính sách Công,Quản trị,0.8549633622169495,0.2825009524822235
Tư vấn phát hành thành công 2.300 tỷ đồng trái phiếu của Công ty trách nhiệm hữu hạn (TNHH) Vinpearl Nha Trang – Công ty thuộc Tập đoàn Vingroup.,Thuế,Quản trị,0.6970946192741394,0.3561936318874359
Chính thức triển khai cung cấp hệ thống giao dịch trực tuyến VCBS Trading hoàn toàn mới trên các phân hệ Home Trading; Web Trading; Mobile Trading và App Trading thành công.,Tuân thủ Kinh tế Xã hội,Quản trị,0.6079071760177612,0.3260749578475952
"Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh trao tặng VCBS kỷ niệm chương ""Một trong năm Công ty Chứng khoán tiêu biểu trong việc thực hiện nghiệp vụ tư vấn niêm yết và đấu giá năm 2015"".",Tuân thủ Kinh tế Xã hội,Quản trị,0.6176100373268127,0.25343936681747437
Sở Giao dịch Chứng khoán Hà Nội vinh danh VCBS là thành viên tiêu biểu có nhiều đóng góp tích cực cho thị trường Chứng khoán giai đoạn 2005 – 2015.,Tuân thủ Kinh tế Xã hội,Quản trị,0.7470983266830444,0.44385477900505066
Phát hành thành công 300 tỷ trái phiếu VCBS.,Tuân thủ Kinh tế Xã hội,Quản trị,0.5767032504081726,0.4126441478729248
Thành lập Phòng giao dịch Giảng Võ và Văn phòng đại diện Hải Phòng.,Hiệu quả Kinh tế,Quản trị,0.7243192195892334,0.19722287356853485
Tư vấn và đại lý phát hành thành công 8.000 tỷ trái phiếu Vietcombank.,Chính sách Công,Quản trị,0.906562328338623,0.22488482296466827
"Nhận bằng khen của Bộ trưởng Bộ Tài chính vì ""Đã có thành tích xuất sắc và đóng góp tích cực trong quá trình xây dựng và phát triển thị trường chứng khoán Việt Nam góp phần thúc đẩy phát triển kinh tế – xã hội"".",Thuế,Quản trị,0.8285315036773682,0.5789353847503662
Sở Giao dịch Chứng khoán Hà Nội vinh danh VCBS là thành viên tiêu biểu giai đoạn 2015 – 2016.,Tuân thủ Kinh tế Xã hội,Quản trị,0.7488552927970886,0.401183158159256
2018 Thực hiện tăng vốn điều lệ từ 700 tỷ đồng lên 1.000 tỷ đồng.,Hành vi Chống cạnh tranh,Quản trị,0.8222294449806213,0.21897722780704498
Đại lý đấu giá duy nhất được nhà đầu tư lựa chọn trong thương vụ thoái vốn nhà nước tại Tổng Công ty cổ phần Bia – Rượu – Nước giải khát Sài Gòn (SAB) với tổng giá trị giao dịch thông qua VCBS là khoảng 110.000 tỷ đồng.,Tuân thủ Kinh tế Xã hội,Quản trị,0.4887411296367645,0.23751485347747803
"Trung tâm Lưu ký Chứng khoán Việt Nam vinh danh VCBS là thành viên tiêu biểu trong hoạt động thanh toán tiền, chứng khoán năm 2017.",Tuân thủ Kinh tế Xã hội,Quản trị,0.6761833429336548,0.36541542410850525
Sở Giao dịch Chứng khoán Hà Nội vinh danh VCBS là Công ty Chứng khoán thành viên tiêu biểu năm 2017.,Tuân thủ Kinh tế Xã hội,Quản trị,0.7594365477561951,0.3644739091396332
Sở Giao dịch Chứng khoán Hà Nội vinh danh VCBS là thành viên tiêu biểu thị trường trái phiếu Chính phủ năm 2017.,Tuân thủ Kinh tế Xã hội,Quản trị,0.6630999445915222,0.34638434648513794
Đại lý đấu giá thành công thương vụ thoái vốn Tổng công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam (VCG) với tổng giá trị 7.366 tỷ đồng.,Chính sách Công,Quản trị,0.5943628549575806,0.2466427981853485
"Tư vấn nhà đầu tư nước ngoài thực hiện M&amp;A thành công trong các thương vụ mua cổ phần tại: Tập đoàn Dệt may Việt Nam (10%), Công ty cổ phần Thép Việt Ý (45%), Công ty cổ phần Tập đoàn PAN (8.97%).",Tuân thủ Kinh tế Xã hội,Quản trị,0.46430543065071106,0.19503489136695862
Là thành viên thứ chín trên thị trường chính thức cung cấp sản phẩm chứng khoán phái sinh.,Thuế,Quản trị,0.5084601044654846,0.20533287525177002
Trung tâm Lưu ký Chứng khoán Việt Nam vinh danh VCBS là thành viên tiêu biểu trong hoạt động lưu ký chứng khoán năm 2018 và thành viên tiêu biểu trong hoạt động thanh toán giao dịch chứng khoán cơ sở năm 2018.,Tuân thủ Kinh tế Xã hội,Quản trị,0.5862135291099548,0.2741713523864746
Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh và Sở Giao dịch Chứng khoán Hà Nội vinh danh VCBS là thành viên tiêu biểu năm 2017 – 2018.,Tuân thủ Kinh tế Xã hội,Quản trị,0.6888923645019531,0.3198590576648712
| 2020 Đứng đầu thị phần môi giới giao dịch Trái phiếu Chính phủ.,Chính sách Công,Quản trị,0.570097029209137,0.23788051307201385
Đứng thứ hai thị phần môi giới Trái phiếu Doanh nghiệp.,Chính sách Công,Quản trị,0.6416447758674622,0.27736619114875793
Đứng thứ hai thị phần đấu thầu giao dịch Trái phiếu Chính phủ.,Thuế,Quản trị,0.6837700605392456,0.24772632122039795
"Tư vấn và bảo lãnh phát hành thành công hơn 6.000 tỷ đồng trái phiếu cho các doanh nghiệp thuộc lĩnh vực hoạt động khác nhau, hỗ trợ nguồn vốn trung dài hạn cho doanh nghiệp bên cạnh nguồn vốn tín dụng của ngân hàng.",Thuế,Quản trị,0.9627699851989746,0.22767220437526703
Tư vấn và đại lý phát hành thành công 2.550 tỷ đồng trái phiếu được bảo lãnh thanh toán bởi tổ chức danh tiếng CGIF (Credit Guarantee and Investment Facility – Quỹ tín thác của Ngân hàng Phát triển Châu Á được S&amp;P đánh giá tín nhiệm hạng AA).,Tuân thủ Kinh tế Xã hội,Quản trị,0.8844678997993469,0.24141176044940948
