sentence,predicted_topic,predicted_pillar,pillar_confidence,topic_confidence
với việc phát_triển tính_năng mới trên vcbs mobile_app cũng như liên_kết app_vietcombank_digibank và đặc_biệt là ra_mắt thành_công tính_năng e-contract ký_kết hợp_đồng mở tài_khoản điện_tử vcbs ghi_nhận hơn 27.000 tài_khoản mở mới thành_công trong năm 2024,Chính sách Công,Quản trị,0.7515410780906677,0.3023120164871216
với sự thành_công của tính_năng e-contract vcbs được vinh_danh trong hạng_mục top 10 ngân_hàng bảo_hiểm chứng_khoán với sản_phẩm giải_pháp mở tài_khoản e-contract trong khuôn_khổ chương_trình tin_dùng việt_nam 2024 do tạp_chí kinh_tế việt_nam vneconomy tổ_chức,Chính sách Công,Quản trị,0.5667677521705627,0.23970414698123932
bên cạnh mảng bán_lẻ vcbs tiếp_tục củng_cố vị_thế và uy_tín trên thị_trường trong việc phát_triển các công_cụ tài_chính xanh với thương_vụ tư_vấn và đại_lý phát_hành thành_công 1.000 tỷ đồng trái_phiếu xanh cho công_ty cổ_phần đầu_tư và phát_triển đa quốc_gia i.d.i vào tháng 10/2024.,Tiếp thị và Ghi nhãn,Xã hội,0.5260942578315735,0.28328457474708557
đây là trái_phiếu xanh đầu_tiên phát_hành bằng đồng_nội tệ tại khu_vực châu_á thái_bình_dương bởi một doanh_nghiệp hoạt_động sản_xuất theo hướng bền_vững trong ngành thuỷ hải_sản,Thuế,Quản trị,0.41662368178367615,0.3839053809642792
không_chỉ đạt được những thành_tựu vượt_trội về mặt tài_chính vcbs còn vinh_dự được cộng_đồng và các tổ_chức uy_tín ghi_nhận qua hàng_loạt giải_thưởng danh_giá trong năm 2024,Chính sách Công,Quản trị,0.5375627875328064,0.2264777272939682
công_ty tự_hào nhận bằng khen của bộ_trưởng bộ tài_chính đã có thành_tích xuất_sắc đóng_góp cho sự phát_triển của thị_trường trái_phiếu chính_phủ tpcp trong giai_đoạn 2020-2024 góp_phần vào sự phát_triển của kinh_tế xã_hội đất_nước tiếp_tục được vinh_danh là thành_viên tiêu_biểu trong hoạt_động lưu ký chứng_khoán năm 2024 bởi tổng_công_ty lưu ký và bù_trừ chứng_khoán việt_nam vsdc,Tiếp thị và Ghi nhãn,Xã hội,0.7573810815811157,0.17060327529907227
ngoài_ra tháng 12/2024 theo công_bố của hội_đồng esg environmental social and governance môi_trường xã_hội và quản_trị doanh_nghiệp chủ_trì bởi hiệp_hội kinh_doanh chứng_khoán việt_nam vasb vcbs lọt top công_ty chứng_khoán dẫn_đầu về thực_hành esg trên tổng_số 34 công_ty chứng_khoán tại việt_nam,Tuân thủ Kinh tế Xã hội,Quản trị,0.42369771003723145,0.5495705008506775
lê_mạnh hùng kết_quả là minh_chứng cho cam_kết của vcbs trong việc kết_hợp giữa tăng_trưởng kinh_doanh và trách_nhiệm xã_hội esg không_chỉ là một tiêu_chuẩn mà_còn là giá_trị cốt_lõi trong chiến_lược phát_triển dài_hạn của công_ty,Tuân thủ Kinh tế Xã hội,Quản trị,0.49340376257896423,0.37642475962638855
đạt được những kết_quả khả_quan đó bên cạnh sự quản_trị điều_hành của ban lãnh_đạo ngân_hàng tmcp ngoại_thương việt_nam vietcombank và ban lãnh_đạo công_ty tnhh chứng_khoán ngân_hàng tmcp ngoại_thương việt_nam vcbs còn phải kể đến sự đoàn_kết nỗ_lực của tập_thể cán_bộ nhân_viên công_ty,Chính sách Công,Quản trị,0.9635563492774963,0.26219916343688965
bước sang năm 2025 mặc_dù nền kinh_tế được dự_báo tiếp_tục diễn_biến phức_tạp khó lường thị_trường_chứng_khoán ttck việt_nam vẫn được kỳ_vọng sẽ tăng_trưởng mạnh_mẽ với những cơ_hội từ việc nâng hạng thị_trường hay triển_khai vận_hành hệ_thống krx,Tiếp thị và Ghi nhãn,Xã hội,0.4592328369617462,0.19811664521694183
bám sát định_hướng của ngân_hàng mẹ quán_triệt phương_châm hành_động đổi_mới hiệu_quả bền_vững với quan_điểm chỉ_đạo điều_hành trách_nhiệm kỷ_cương kết_nối sáng_tạo vcbs sẽ ưu_tiên nguồn_lực đặc_biệt tập_trung kết_nối khai_thác hiệu_quả hệ_sinh_thái vietcombank và quyết_liệt hơn_nữa trong việc triển_khai các chương_trình hành_động chuyển_đổi sáng_tạo phát_triển tính_năng tiện_ích cho khách_hàng để phục_vụ tốt hơn_nữa nhu_cầu giao_dịch và mang lại trải_nghiệm số vượt_trội hơn cho khách_hàng,Tuân thủ Kinh tế Xã hội,Quản trị,0.8876355290412903,0.32944953441619873
đặc_biệt trong năm 2025 vcbs sẽ đẩy_mạnh hơn_nữa công_tác gia_tăng quy_mô vốn với mục_tiêu đem đến cho khách_hàng những gói sản_phẩm dịch_vụ ngày_càng hoàn_thiện và các chính_sách ưu_đãi hấp_dẫn và xa hơn_nữa là trở_thành ngân_hàng đầu_tư hàng_đầu việt_nam,Việc làm,Xã hội,0.5488260984420776,0.26751524209976196
vcbs luôn cam_kết là đối_tác đáng tin_cậy an_toàn đối_với khách_hàng cộng_đồng nhà_đầu_tư các doanh_nghiệp tổ_chức định_chế tài_chính trong nước và quốc_tế và sẽ không ngừng nỗ_lực đóng_góp tích_cực vào sự phát_triển của thị_trường_chứng_khoán việt_nam,Việc làm,Xã hội,0.6458814740180969,0.19211187958717346
nguyễn_thị kim oanh thông_tin khái_quát tên công_ty công_ty trách_nhiệm hữu_hạn chứng_khoán ngân_hàng thương_mại cổ_phần ngoại_thương việt_nam vcbs,Tuân thủ Kinh tế Xã hội,Quản trị,0.6529582142829895,0.24781708419322968
tên tiếng anh vietcombank securities_company_limited ngày thành_lập 07/01/2002 theo quyết_định số 27 qđ-hđqt của chủ_tịch hội_đồng_quản_trị ngân_hàng ngoạ thương việt_nam,Tuân thủ Kinh tế Xã hội,Quản trị,0.7306888699531555,0.2527966797351837
giấy_phép thành_lập và hoạt_động số 09 gphđkd ngày 24 tháng 04 năm 2002 do uỷ_ban chứng_khoán nhà_nước cấp,Thuế,Quản trị,0.7120010852813721,0.37117376923561096
giấy_phép điều_chỉnh mới nhất số 02 gpđc-ubck ngày 12 tháng 03 năm 2025 do uỷ_ban chứng_khoán nhà_nước cấp,Thuế,Quản trị,0.6297114491462708,0.28070300817489624
vốn_điều_lệ 2.500.000.000.000 đồng bằng chữ hai nghìn năm trăm tỷ đồng,Thuế,Quản trị,0.5927504301071167,0.3021691143512726
vốn chủ_sở_hữu 4.506.235.252.978 đồng bằng chữ bốn nghìn năm trăm linh sáu tỷ hai trăm ba_mươi lăm triệu hai trăm_năm mươi hai nghìn chín trăm bảy mươi tám đồng,Thuế,Quản trị,0.6882500648498535,0.34984061121940613
trụ_sở chính tầng 5-6-7-8 toà nhà thủ_đô số 72 đường trần_hưng_đạo phường trần_hưng_đạo quận hoàn_kiếm thành_phố hà_nội việt_nam,Thuế,Quản trị,0.6723803877830505,0.31861498951911926
tel 84-24 -3936 6990 fax 84-24 -3936 0262 website quá_trình hình_thành và phát_triển vcbs chính_thức được thành_lập ngày 07/01/2002 theo quyết_định số 27 qđ-hđqt của chủ_tịch hội_đồng_quản_trị hđqt ngân_hàng ngoại_thương việt_nam,Tuân thủ Kinh tế Xã hội,Quản trị,0.5735777020454407,0.2625642418861389
công_ty chứng_khoán đầu_tiên cung_cấp các tiện_ích trực_tuyến trên thị_trường_chứng_khoán việt_nam cung_cấp bảng giá trực_tuyến tại website và tiện_ích giao_dịch chứng_khoán qua mạng internet vcbs cyber_investor,Chính sách Công,Quản trị,0.5170344710350037,0.2668877840042114
công_ty chứng_khoán tiên_phong trong việc khai mở thị_trường trái_phiếu đây là thị_trường vốn chỉ dành cho các ngân_hàng thương_mại trước đó hoạt_động vcbs thực_hiện bảo_lãnh thành_công 1.000 tỷ đồng trái_phiếu chính_phủ,Tuân thủ Kinh tế Xã hội,Quản trị,0.6203409433364868,0.30163800716400146
thành_lập chi_nhánh vcbs tại thành_phố hồ_chí_minh vcbs tp. hcm,Tuân thủ Kinh tế Xã hội,Quản trị,0.5045514106750488,0.24897699058055878
tư_vấn và bảo_lãnh phát_hành cổ_phiếu có cam_kết chắc_chắn cho công_ty cổ_phần xuất_nhập_khẩu tổng_hợp và đầu_tư thành_phố hồ_chí_minh imexco,Thuế,Quản trị,0.8242152333259583,0.31125712394714355
đây là lần đầu_tiên một công_ty chứng_khoán thực_hiện bảo_lãnh phát_hành cổ_phiếu doanh_nghiệp có cam_kết chắc_chắn trên thị_trường_chứng_khoán việt_nam,Tuân thủ Kinh tế Xã hội,Quản trị,0.8097930550575256,0.222577765583992
tư_vấn và bảo_lãnh phát_hành thành_công 200 tỷ đồng cổ_phiếu ngân_hàng thương_mại cổ_phần tmcp xuất_nhập_khẩu việt_nam eximbank,Tuân thủ Kinh tế Xã hội,Quản trị,0.9359704256057739,0.2662060260772705
đây là thương_vụ bảo_lãnh phát_hành cổ_phiếu được cam_kết chắc_chắn có giá_trị lớn nhất trong năm đầu_tiên của thị_trường_chứng_khoán việt_nam,Thuế,Quản trị,0.7150725722312927,0.2358022928237915
nhận bằng khen của bộ_trưởng bộ tài_chính về thành_tích xuất_sắc trong công_tác tổ_chức bán_đấu_giá cổ_phần của công_ty thiết_bị bưu_điện postef mã pot qua trung_tâm giao_dịch chứng_khoán hà_nội,Thuế,Quản trị,0.6298171281814575,0.4392582178115845
đây là phiên đấu_giá cổ_phần đầu_tiên của trung_tâm giao_dịch chứng_khoán hà_nội tiền_thân của sở_giao_dịch chứng_khoán hà_nội hiện_nay,Thuế,Quản trị,0.5778481960296631,0.19843554496765137
nhận bằng khen của thống_đốc ngân_hàng nhà_nước về thành_tích góp_phần hoàn_thành nhiệm_vụ năm 2004,Thuế,Quản trị,0.7013888359069824,0.3861534297466278
nhận bằng khen của bộ_trưởng bộ tài_chính về thành_tích xây_dựng và phát_triển thị_trường_chứng_khoán giai_đoạn 2000 2005,Thuế,Quản trị,0.7134573459625244,0.4832867681980133
thực_hiện tăng vốn_điều_lệ từ 60 tỷ đồng lên 200 tỷ đồng,Tuân thủ Kinh tế Xã hội,Quản trị,0.7070189118385315,0.19621166586875916
nhận bằng khen của thủ_tướng chính_phủ về thành_tích trong công_tác góp_phần vào sự_nghiệp xây_dựng chủ_nghĩa_xã_hội và bảo_vệ tổ_quốc,Chính sách Công,Quản trị,0.791558027267456,0.328055739402771
nhận bằng khen của chủ_tịch uỷ_ban_nhân_dân ubnd thành_phố hồ_chí_minh về thành_tích trong công_tác tham_gia bảo_lãnh phát_hành trái_phiếu đô_thị,Chống tham nhũng,Quản trị,0.5365093946456909,0.25353482365608215
nhận bằng khen của bộ_trưởng bộ tài_chính về thành_tích xuất_sắc trong công_tác huy_động vốn,Thuế,Quản trị,0.8529577255249023,0.5017263293266296
tư_vấn bán_đấu_giá phát_hành cổ_phần lần đầu_ra công_chúng ipo của ngân_hàng ngoại_thương việt_nam vietcombank một trong những thương_vụ ipo có quy_mô lớn nhất tại việt_nam,Chính sách Công,Quản trị,0.607871413230896,0.5420633554458618
bảo_lãnh phát_hành thành_công 400 tỷ đồng trái_phiếu của tổng_công_ty thép và 300 tỷ đồng trái_phiếu của tổng_công_ty sông_đà,Thuế,Quản trị,0.7850598096847534,0.3457663357257843
thành_lập chi_nhánh vcbs tại thành_phố đà_nẵng vcbs đà_nẵng,Tuân thủ Kinh tế Xã hội,Quản trị,0.5082939863204956,0.24918925762176514
kiện_toàn bộ_máy hoạt_động trên toàn hệ_thống vcbs sau 05 năm đi vào hoạt_động,Tuân thủ Kinh tế Xã hội,Quản trị,0.5935624837875366,0.2556978464126587
thành_lập điểm giao_dịch của vcbs tại vietcombank hải_dương,Tuân thủ Kinh tế Xã hội,Quản trị,0.6230907440185547,0.35811153054237366
thực_hiện tăng vốn_điều_lệ từ 200 tỷ đồng lên 700 tỷ đồng,Tuân thủ Kinh tế Xã hội,Quản trị,0.7469307780265808,0.20270846784114838
một trong những công_ty chứng_khoán đầu_tiên được sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh cấp phép đạt tiêu_chuẩn kết_nối với hệ_thống giao_dịch trực_tuyến,Thuế,Quản trị,0.6828422546386719,0.2644466459751129
nhận giải_thưởng thương_hiệu chứng_khoán uy_tín cho tổ_chức trung_gian và hỗ_trợ dịch_vụ tiêu_biểu,Thuế,Quản trị,0.7691749334335327,0.1933906227350235
nhận giải_thưởng công_ty chứng_khoán thành_viên tiêu_biểu tại sở_giao_dịch chứng_khoán hà_nội,Chính sách Công,Quản trị,0.7480310797691345,0.2808096706867218
thành_lập chi_nhánh vcbs tại thành_phố cần_thơ vcbs cần_thơ,Tuân thủ Kinh tế Xã hội,Quản trị,0.5071524381637573,0.2459738403558731
một trong những công_ty chứng_khoán đầu_tiên được sở_giao_dịch chứng_khoán hà_nội cấp phép đạt tiêu_chuẩn kết_nối với hệ_thống giao_dịch trực_tuyến,Hành vi Chống cạnh tranh,Quản trị,0.6634454131126404,0.19983093440532684
nhận bằng khen của chủ_tịch ubnd thành_phố hồ_chí_minh về thành_tích hoàn_thành xuất_sắc nhiệm_vụ nhiều năm liên_tục,Hành vi Chống cạnh tranh,Quản trị,0.6488560438156128,0.19585035741329193
2012 thành_lập chi_nhánh vcbs tại thành_phố vũng_tàu vcbs vũng_tàu,Tuân thủ Kinh tế Xã hội,Quản trị,0.557129442691803,0.24302832782268524
công_ty chứng_khoán đầu_tiên thực_hiện nghiệp_vụ mua lại và sáp_nhập amp với các thương_vụ lớn được hoàn_thành trong lĩnh_vực ngân_hàng,Chính sách Công,Quản trị,0.743159294128418,0.25723063945770264
cụ_thể sáp_nhập ngân_hàng liên_doanh shinhan_vina và ngân_hàng shinhan việt_nam hợp_nhất ngân_hàng ngân_hàng tmcp đệ_nhất ngân_hàng tmcp việt_nam tín_nghĩa và ngân_hàng tmcp sài_gòn,Chính sách Công,Quản trị,0.5996881723403931,0.2018553614616394
nhận bằng khen của chủ_tịch uỷ_ban chứng_khoán nhà_nước vì đã đạt thành_tích xuất_sắc trong hoạt_động của thị_trường trái_phiếu thứ cấp năm 2012 tại sở_giao_dịch chứng_khoán hà_nội,Thuế,Quản trị,0.5664293169975281,0.2593883275985718
tư_vấn thành_công các thương_vụ amp nổi_bật trên thị_trường_chứng_khoán việt_nam như ngân_hàng tmcp sài_gòn hà_nội và ngân_hàng tmcp nhà hà_nội công_ty cổ_phần thép_việt_ý và công_ty cổ_phần luyện thép sông đà,Chính sách Công,Quản trị,0.8911278247833252,0.38098621368408203
bảo_lãnh phát_hành thành_công 250 tỷ đồng trái_phiếu vinaenco,Chính sách Công,Quản trị,0.7442516684532166,0.23070402443408966
tư_vấn và thu_xếp phát_hành 250 tỷ đồng trái_phiếu bim seafood,Thuế,Quản trị,0.8728410005569458,0.25618642568588257
2013 2014 một trong những thành_viên đứng đầu về thị_phần đấu_thầu sơ_cấp và môi_giới giao_dịch thứ cấp trên thị_trường trong nhiều năm liên_tiếp,Hành vi Chống cạnh tranh,Quản trị,0.5876185894012451,0.22225932776927948
một trong 10 công_ty chứng_khoán có thị_phần môi_giới cổ_phiếu và chứng_chỉ quỹ lớn nhất tại sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh,Chính sách Công,Quản trị,0.4581713378429413,0.20925851166248322
tư_vấn và bảo_lãnh phát_hành thành_công 1.000 tỷ trái_phiếu công_ty cổ_phần đầu_tư hạ_tầng kỹ_thuật thành_phố hồ_chí_minh cii đồng tư_vấn phát_hành thành_công 5.000 tỷ đồng trái_phiếu tập_đoàn công_nghiệp than khoáng_sản việt_nam vinacomin,Chính sách Công,Quản trị,0.8605064749717712,0.3173602521419525
tư_vấn thành_công các thương_vụ amp công_ty cổ_phần sông đà và công_ty cổ_phần sông đà 91 công_ty cổ_phần someco_sông_đà và công_ty cổ_phần someco_hoà_bình,Thuế,Quản trị,0.8125898241996765,0.2597290277481079
một trong bốn công_ty chứng_khoán có thị_phần môi_giới trái_phiếu và tín_phiếu chiếm trên 10% thị_phần giao_dịch của toàn thị_trường,Hành vi Chống cạnh tranh,Quản trị,0.5880267024040222,0.23241078853607178
công_ty chứng_khoán duy_nhất trên thị_trường vinh_dự nhận giấy khen do chủ_tịch uỷ_ban chứng_khoán nhà_nước trao_tặng thành_tích tiêu_biểu đối_với sự phát_triển của thị_trường trái_phiếu chính_phủ giai_đoạn 2009 2014,Thuế,Quản trị,0.7120729684829712,0.23107561469078064
phát_hành thành_công 200 tỷ trái_phiếu vcbs,Tuân thủ Kinh tế Xã hội,Quản trị,0.5971124768257141,0.2199566811323166
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu có nhiều đóng_góp tích_cực cho thị_trường_chứng_khoán giai_đoạn 2009 2014,Tiếp thị và Ghi nhãn,Xã hội,0.5188083052635193,0.19401471316814423
một trong 10 công_ty chứng_khoán có thị_phần môi_giới cổ_phiếu và chứng_chỉ quỹ lớn nhất tại sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh,Chính sách Công,Quản trị,0.4581713378429413,0.20925851166248322
2016 tư_vấn và bảo_lãnh phát_hành thành_công 9.000 tỷ đồng trái_phiếu của masan_consumer_holdings mch công_ty con thuộc sở_hữu toàn_phần của công_ty cổ_phần tập_đoàn masan,Tuân thủ Kinh tế Xã hội,Quản trị,0.8163912296295166,0.24207109212875366
tư_vấn phát_hành thành_công 2.300 tỷ đồng trái_phiếu của công_ty trách_nhiệm hữu_hạn tnhh vinpearl_nha_trang công_ty thuộc tập_đoàn vingroup,Tuân thủ Kinh tế Xã hội,Quản trị,0.528767466545105,0.2826698124408722
chính_thức triển_khai cung_cấp hệ_thống giao_dịch trực_tuyến vcbs trading hoàn_toàn mới trên các phân hệ home_trading web_trading mobile_trading và app_trading thành_công,Chính sách Công,Quản trị,0.6515406966209412,0.4621978998184204
sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh trao_tặng vcbs kỷ_niệm chương một trong năm công_ty chứng_khoán tiêu_biểu trong việc thực_hiện nghiệp_vụ tư_vấn niêm_yết và đấu_giá năm 2015,Chính sách Công,Quản trị,0.6549892425537109,0.23189900815486908
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu có nhiều đóng_góp tích_cực cho thị_trường_chứng_khoán giai_đoạn 2005 2015,Tiếp thị và Ghi nhãn,Xã hội,0.5369406938552856,0.1995183378458023
phát_hành thành_công 300 tỷ trái_phiếu vcbs,Tuân thủ Kinh tế Xã hội,Quản trị,0.6048446893692017,0.22152261435985565
thành_lập phòng giao_dịch giảng_võ và văn_phòng đại_diện hải_phòng,Chính sách Công,Quản trị,0.6668790578842163,0.22131727635860443
tư_vấn và đại_lý phát_hành thành_công 8.000 tỷ trái_phiếu vietcombank,Tuân thủ Kinh tế Xã hội,Quản trị,0.7748686671257019,0.22602039575576782
nhận bằng khen của bộ_trưởng bộ tài_chính vì đã có thành_tích xuất_sắc và đóng_góp tích_cực trong quá_trình xây_dựng và phát_triển thị_trường_chứng_khoán việt_nam góp_phần thúc_đẩy phát_triển kinh_tế xã_hội,Thuế,Quản trị,0.6836400032043457,0.4906809329986572
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu giai_đoạn 2015 2016,Tuân thủ Kinh tế Xã hội,Quản trị,0.48602181673049927,0.3343260884284973
2018 thực_hiện tăng vốn_điều_lệ từ 700 tỷ đồng lên 1.000 tỷ đồng,Tuân thủ Kinh tế Xã hội,Quản trị,0.7080923914909363,0.20198124647140503
đại_lý đấu_giá duy_nhất được nhà_đầu_tư lựa_chọn trong thương_vụ thoái vốn nhà_nước tại tổng_công_ty cổ_phần bia rượu nước giải_khát sài_gòn sab với tổng giá_trị giao_dịch thông_qua vcbs là khoảng 110.000 tỷ đồng,Tuân thủ Kinh tế Xã hội,Quản trị,0.5849484205245972,0.22843824326992035
trung_tâm lưu ký chứng_khoán việt_nam vinh_danh vcbs là thành_viên tiêu_biểu trong hoạt_động thanh_toán tiền chứng_khoán năm 2017,Tuân thủ Kinh tế Xã hội,Quản trị,0.6096282005310059,0.3237287998199463
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là công_ty chứng_khoán thành_viên tiêu_biểu năm 2017,Tuân thủ Kinh tế Xã hội,Quản trị,0.5332925915718079,0.31690502166748047
sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu thị_trường trái_phiếu chính_phủ năm 2017,Tuân thủ Kinh tế Xã hội,Quản trị,0.4959222674369812,0.3086423873901367
đại_lý đấu giá_thành_công thương_vụ thoái vốn tổng_công_ty cổ_phần xuất_nhập_khẩu và xây_dựng việt_nam vcg với tổng giá_trị 7.366 tỷ đồng,Chính sách Công,Quản trị,0.6504222750663757,0.21944057941436768
tư_vấn nhà_đầu_tư nước_ngoài thực_hiện amp thành_công trong các thương_vụ mua cổ_phần tại tập_đoàn dệt_may việt_nam 10% công_ty cổ_phần thép_việt_ý 45% công_ty cổ_phần tập_đoàn pan 8.97%,Tuân thủ Kinh tế Xã hội,Quản trị,0.6130207180976868,0.20510230958461761
là thành_viên thứ chín trên thị_trường chính_thức cung_cấp sản_phẩm chứng_khoán phái_sinh,Chính sách Công,Quản trị,0.5787470936775208,0.2726728916168213
trung_tâm lưu ký chứng_khoán việt_nam vinh_danh vcbs là thành_viên tiêu_biểu trong hoạt_động lưu ký chứng_khoán năm 2018 và thành_viên tiêu_biểu trong hoạt_động thanh_toán giao_dịch chứng_khoán cơ_sở năm 2018,Tuân thủ Kinh tế Xã hội,Quản trị,0.5678601264953613,0.26695412397384644
sở_giao_dịch chứng_khoán thành_phố hồ_chí_minh và sở_giao_dịch chứng_khoán hà_nội vinh_danh vcbs là thành_viên tiêu_biểu năm 2017 2018,Tuân thủ Kinh tế Xã hội,Quản trị,0.5015996694564819,0.28267017006874084
2020 đứng đầu thị_phần môi_giới giao_dịch trái_phiếu chính_phủ,Tuân thủ Kinh tế Xã hội,Quản trị,0.4381090998649597,0.18972928822040558
đứng thứ hai thị_phần môi_giới trái_phiếu doanh_nghiệp,Hiệu quả Kinh tế,Quản trị,0.6422850489616394,0.1874646693468094
đứng thứ hai thị_phần đấu_thầu giao_dịch trái_phiếu chính_phủ,Hành vi Chống cạnh tranh,Quản trị,0.5783370733261108,0.22254526615142822
tư_vấn và bảo_lãnh phát_hành thành_công hơn 6.000 tỷ đồng trái_phiếu cho các doanh_nghiệp thuộc lĩnh_vực hoạt_động khác nhau hỗ_trợ nguồn vốn trung dài_hạn cho doanh_nghiệp bên cạnh nguồn vốn tín_dụng của ngân_hàng,Thuế,Quản trị,0.9693332314491272,0.20391607284545898
tư_vấn và đại_lý phát_hành thành_công 2.550 tỷ đồng trái_phiếu được bảo_lãnh thanh_toán bởi tổ_chức danh_tiếng cgif credit_guarantee and investment_facility quỹ tín thác của ngân_hàng phát_triển châu_á được amp đánh_giá tín_nhiệm hạng aa,Tuân thủ Kinh tế Xã hội,Quản trị,0.9033694863319397,0.22020722925662994
đây là thương_vụ có cấu_trúc trái_phiếu phức_tạp và đã thu_hút nhiều nhà_đầu_tư tổ_chức lớn có uy_tín trên thị_trường vốn,Hành vi Chống cạnh tranh,Quản trị,0.7697399854660034,0.23764905333518982
